	metabolite	kinase	coef	score	kinase_count	metabolite_name	kinase_name	TP	euclidean	manhattan
0	111.01	YAL017W	-0.013901759253718171	0.679622652986441	115	111.01	PSK1	0	7.9681235605665375	68.38051384518972
1	111.02	YAL017W	0.04158745292506104	0.6519369593150981	115	Uracil	PSK1	0	9.478704793321988	80.33600746745255
2	111.15	YAL017W	0.025981285216494274	0.6675431270236649	115	111.15	PSK1	0	9.307004466561805	78.53590362639422
3	112.02	YAL017W	0.0320170060462008	0.6615074061939583	115	112.02	PSK1	0	8.262740907825618	69.80973957778542
4	133.01	YAL017W	0.030943460203211117	0.662580952036948	115	(S)-Malate	PSK1	0	7.701816860255236	61.3711797049608
5	133.03	YAL017W	0.04713374496106647	0.6463906672790927	115	133.03	PSK1	0	7.165609470354764	56.370598588619586
6	145.1	YAL017W	0.034552050975387064	0.6589723612647721	115	L-Lysine	PSK1	0	7.082087879177138	57.06081345954265
7	155.01	YAL017W	0.060279001804208816	0.6332454104359503	115	Orotate	PSK1	0	10.416480427418328	85.53690101293019
8	155.04	YAL017W	0.06004088950329106	0.633483522736868	115	4-Imidazolone-5-propanoate	PSK1	0	9.821994771503267	80.20351717429351
9	155.06	YAL017W	-0.02751717805479639	0.6660072341853628	115	3-Indoleacetonitrile	PSK1	0	8.362720391455023	71.0324115438216
10	155.11	YAL017W	0.03406793738469134	0.6594564748554678	115	155.11	PSK1	0	7.685705203884129	63.35709244680094
11	155.16	YAL017W	0.062410064405297366	0.6311143478348618	115	155.16	PSK1	0	9.832057474834436	79.5119830864462
12	156.01	YAL017W	0.04224485534317579	0.6512795568969834	115	156.01	PSK1	0	9.313877218147377	74.39026725616206
13	157.03	YAL017W	0.019824355729188115	0.673700056510971	115	(S)-Dihydroorotate	PSK1	0	7.133567220222753	52.85366254454299
14	157.06	YAL017W	0.09032635686142473	0.6031980553787344	115	5-Hydroxyectoine	PSK1	0	6.938175580062332	55.96290962086815
