m/z	YBR059C	YGL021W	YBL009W	YNL020C	YGL180W	YJL095W	YGR188C	YGR262C	YBR274W	YIL035C	YOR061W	YNL298W	YFR014C	YOL016C	YML057W	YLR433C	YKL139W	YPR111W	YDL101C	YKL048C	YBL016W	YDR283C	YJL165C	YLR113W	YOR267C	YKL101W	YJL106W	YPR106W	YCL024W	YDR122W	YLR096W	YOR233W	YCR091W	YKL168C	YLL019C	YHR082C	YGR040W	YPR073C	YNL307C	YOR351C	YOR231W	YPL140C	YDL079C	YKL171W	YNL099C	YJL128C	YPL031C	YDR490C	YOL100W	YDR466W	YIL042C	YNR032W	YDL134C	YDL188C	YDR075W	YPL179W	YBR276C	YGR123C	YML016C	YIL095W	YKL116C	YDL214C	YAL017W	YOL045W	YLL010C	YLR019W	YDL006W	YBL056W	YBR125C	YOR090C	YCR079W	YHR076W	YKL198C	YJR059W	YDL230W	YOR208W	YLR248W	YMR139W	YFL033C	YER129W	YCR008W	YIL113W	YDL047W	YNL032W	YOL113W	YPL026C	YMR216C	YHR030C	YPR054W	YDR477W	YDR523C	YNR031C	YLR362W	YJL187C	YBL088C	YJR066W	YGL179C	YJL164C	YPL203W	YKL166C	YDR247W	YBR097W	YLR240W	YBR028C	YHR135C	YNL154C	YDL025C	YOL128C	YGL059W	YGR203W	YKL161C	YMR291W	YKL126W	YMR104C	YPL141C	YPL150W	YPL236C	YIR026C
55.0195	-0.10469326	-0.084457672	-0.045331585	-0.019257856	-0.011549893	-0.045227199	0.05458776	-0.092618346	-0.06725581	-0.026355673	0.057396406	-0.105565475	-0.087050461	-0.066218248	-0.004933074	0.120586119	-0.095168523	-0.061806524	-0.089925254	0.002232761	0.057372687	-0.116715338	-0.078430986	-0.00491463	-0.039467258	0.010307261	-0.193118916	0.031438991	0.101441402	0.014645976	0.109862973	-0.126677046	0.015437167	0.10439396	-0.089168819	0.030915532	-0.206627302	-0.091852317	0.088527489	0.05789359	-0.247231369	0.037259107	-0.006506625	-0.022822386	0.082018852	0.010878928	-0.069049311	-0.129877907	0.004420251	0.168465066	-0.036550966	0.122438415	-0.044353614	-0.03032884	-0.060709472	-0.015343683	-0.001120377	0.103253478	-0.049846151	-0.030698912	0.021169235	-0.092076406	-0.034151731	-0.171143837	-0.026527423	-0.098757738	-0.057398048	0.085254904	-0.030966528	0.050567637	-0.041829481	-0.126486868	0.0918198	-0.052690584	0.117745186	0.105088429	0.042033056	-0.041852635	-0.032904082	0.0050735	0.180599244	-0.034524784	-0.027275939	-0.017549598	0.01951672	-0.172275528	0.085522568	0.052882954	0.190952601	-0.095390173	-0.081028332	-0.037433723	0.034434001	0.028023227	-0.038835077	0.0142142	0.00180761	-0.065391979	-0.046831247	-0.084052727	-0.180229764	0.038313288	-0.022092755	-0.002086755	-0.128971941	0.029920124	0.096069518	-0.008236674	-0.087655324	-0.126086001	-0.033198335	-0.003661226	0.190796352	0.057110513	0.031189984	0.089312067	0.057096571	-0.243015671
57.0346	0.001296513	-0.006430821	0.028302324	-0.027754664	0.011944292	0.010619894	-0.022029057	0.015191223	-0.00183229	-0.069954168	-0.017257558	0.017176688	0.031160902	-0.045631851	0.016044946	0.011379183	0.011410384	0.020371681	-0.046715789	0.038957051	-0.007420594	0.058894057	-0.070842905	-0.010354595	-0.009858417	0.00336948	0.014981647	-0.003041258	0.003065433	-0.004448576	-0.013511816	0.001086672	-0.030721892	-0.014857808	0.009840895	-0.005656722	-0.012365398	0.014971223	0.002660565	-0.016616043	0.031986588	-0.02493937	-0.014062816	-0.02167282	-0.005711056	-0.081518537	0.016438696	0.008931745	-0.0333787	-0.014336018	0.029378229	0.00391701	-0.015107486	0.012454038	0.030859503	0.006754114	0.034545914	0.000472197	-0.0135264	0.033153582	-0.033304351	-0.000171548	0.011526257	0.017914222	-0.014871166	0.049511613	0.003005198	-0.006010409	-0.029939595	0.00102369	0.022321826	0.011254018	-0.006292291	-0.027632623	0.010727887	0.241155103	-0.010411533	0.036834471	-0.015985655	-0.005348925	-0.062986884	-0.026364302	-0.026022473	0.008092143	-0.004850292	-0.000686142	0.011256765	0.025153145	-0.00514554	-0.00275944	-0.010923147	-0.001262054	0.051606717	-0.028692666	0.03743461	0.032673363	-0.017974167	-0.00525313	0.024089422	-0.008011081	-0.058333332	-0.016361061	-0.043622011	-0.008080782	0.009657729	0.001575521	-0.00683897	-0.036395285	-0.021232127	0.003986058	-0.039008941	0.016156374	-0.029140088	0.003235795	-0.36192619	0.00651756	-0.337712087	0.026328221
58.0384	0.096228907	0.030245806	-0.035915768	0.008795305	0.001359582	-0.007593625	-0.006494926	0.009372729	-0.041554273	-0.050380145	-0.067128099	-0.054036449	0.040702374	-0.064161426	-0.091384692	0.022390343	0.115062927	0.005820341	0.029716416	-0.091815202	0.017295972	0.016346418	-0.040832476	-0.061149819	-0.050765979	-0.050069211	-0.033177923	-0.015730851	-0.031170944	-0.07256046	-0.049984499	-0.04119258	-0.014196601	-0.062595268	-0.008673533	0.028547327	0.035049511	-0.007302314	-0.012985446	-0.032792888	-0.044757565	-0.025736803	-0.107796448	-0.03989431	0.048968374	-0.027479757	0.058838283	0.054337586	-0.010046113	-0.051294293	-0.037603299	-0.033967661	0.022809359	-0.081586428	0.063142656	0.002353758	0.065846482	-0.098762627	-0.020615557	0.026558737	-0.038434262	-0.038929647	0.047087105	0.029439928	-0.091672046	0.087357814	0.050559667	-0.086273943	-0.050856587	-0.090178495	0.076746554	-0.095490087	-0.025117613	0.072927674	-0.012565931	0.201589312	-0.002468215	0.078752873	-0.012514984	0.006441073	-0.189886324	0.004927907	-0.00301987	-0.061524104	-0.031180854	-0.02872446	-0.002776823	-0.022797827	-0.014821434	-0.075903776	0.05080005	-0.077581781	0.012188662	0.006797247	0.010974905	0.074115595	-0.060498669	0.067921985	-0.005012662	0.082363701	-0.021687632	0.111790346	-0.151532818	0.006595791	-0.006603605	-0.02004279	-0.019844331	0.045035901	0.011820202	0.054833635	0.046655639	-0.040995384	-0.099209954	0.015379476	-0.31282446	0.017171248	-0.285394738	0.039543016
59.0143	-0.035137074	0.066701231	-0.02875047	-0.002895666	0.018779628	-0.004037735	0.01690611	-0.100805411	-0.047060925	-0.015060557	0.04571846	-0.002606216	-0.007898541	-0.080312474	-0.002038717	0.007505984	-0.060564576	-0.060203879	-0.04386431	-0.068486485	0.02785611	-0.072749446	-0.019276368	0.02540297	0.015053089	-0.007577134	-0.146419375	0.003215316	0.039924452	-0.011170879	0.03901336	0.014817189	-0.097782064	0.045254722	-0.013044412	0.059785107	-0.028139348	-0.033286711	0.030936912	0.00511563	-0.069542448	-0.027723157	0.029637477	0.025685551	0.065136992	-0.016383451	-0.052714706	-0.049052202	0.04393202	0.014790291	-0.010550923	-0.023262891	0.011254575	-0.017320578	-0.046220178	0.015980614	0.018204531	0.061768832	-0.015593647	0.042940603	0.06275305	-0.029094621	0.026750288	-0.080413749	0.041052871	-0.032663064	0.007676571	-0.051009244	-0.01640884	-0.06045013	0.001964414	0.023294221	0.078922578	-0.017883322	0.092510299	0.08389057	-0.030905814	0.012295809	0.056916077	0.010291387	0.044044604	0.0172659	0.019183377	-0.072172721	-0.016970184	-0.079383953	-0.01270343	-0.008493928	0.083336181	-0.029765432	0.041132271	-0.009480439	0.059142206	-0.000360308	-0.04765044	0.021442451	0.059129979	-0.070715875	-0.032889308	-0.042807274	-0.087553857	0.017560643	-0.02264257	-0.042478629	-0.085979605	-0.033970292	0.014341526	-0.041730742	0.004739583	-0.010362682	-0.004519078	-0.01126848	0.072770751	0.021218113	0.012470396	-0.01563709	0.023112731	-0.155013051
59.0503	0.019145525	0.01481931	-0.0023214	-0.023265145	0.002630219	0.003605189	-0.028207547	0.015191747	-0.008713718	-0.071739187	-0.01470374	0.011086407	0.001714925	-0.022891724	0.019079891	-0.006776314	0.020292119	0.009494453	-0.02641869	0.031062362	-0.014516938	0.072485606	-0.070696015	-0.026461051	-0.009468815	0.025139761	0.008749892	0.005495776	-0.019079288	-0.000586195	-0.013312618	0.027560599	-0.041311039	0.002684283	0.009630031	0.000598437	-0.01849958	0.003515557	0.000220254	-0.008763133	0.045809876	-0.03263822	0.027694603	-0.027408047	0.030045738	-0.094955963	0.004127851	0.057123241	-0.034873938	-0.037336869	0.038387924	-0.006282903	-0.033576575	0.018933293	0.022692176	-0.010510207	0.039931492	-0.011739866	-0.009687469	0.03920097	-0.012093412	-0.019797007	0.002775745	-0.004084147	-0.017387812	0.091772538	-0.008756309	-0.041458909	-0.009423767	-0.018182327	0.030239366	-0.019924253	-0.003556951	-0.019687363	-0.01699299	0.291886483	0.000868579	0.014162827	-0.001250758	0.014557865	-0.064826534	-0.028897694	-0.022275765	0.00960466	-0.014839012	0.058226152	-0.013037655	-0.013061115	-0.011104435	-0.01556885	-0.031303378	-0.020139726	0.00317196	-0.027966547	0.055042073	0.010434944	-0.021100282	-0.020248367	0.052780754	-0.000460248	-0.036321869	-0.021058868	-0.018014036	-0.014509127	0.036226947	-0.019815534	-0.014181591	-0.028248023	-0.03237007	0.014587142	-0.03178019	-0.004535222	-0.026408935	-0.018343082	-0.380366594	0.036767875	-0.375392489	0.048672044
59.1060	-0.021310926	0.051635832	-0.014544928	0.003132789	0.039020171	-0.007758876	-0.023499649	-0.028612438	-0.031762079	-0.076780883	0.004588438	-0.015019688	-0.002857064	-0.097075457	-0.02345554	-0.033721888	-0.015798165	0.001888561	-0.058178917	-0.002451882	-0.003359517	0.015455872	-0.055493416	-0.012435394	0.055163552	0.018945045	-0.056555961	-0.018328138	0.00863058	0.016030896	-0.017208267	0.048256916	-0.124240093	0.005720045	-0.003514996	0.023187752	0.00351968	0.004636746	0.019919807	-0.041655193	0.000548889	-0.031132283	0.016900788	-0.011961927	0.060645366	-0.08465982	-0.0169182	0.021469687	-0.001629567	-0.014579958	0.014026746	0.006895059	-0.039208994	0.016270165	-0.021506	-0.012955247	0.02922938	-0.02689521	-0.016080495	0.053891849	0.009750518	-0.047399599	0.005313027	-0.0445154	0.042022164	0.077844309	0.001668989	-0.027952994	0.006408777	-0.042018089	0.046124705	-0.032187396	0.058732686	-0.003530707	0.039956726	0.179285031	-0.02774815	0.034210358	0.04300041	-0.001189365	-0.022380171	-0.008778209	0.00811624	-0.035414803	-0.027015345	0.01631896	-0.018337274	0.000234254	0.054464992	-0.016949124	0.012734499	-0.020718156	0.0664312	-0.011979378	-0.005307648	0.015040399	0.018393326	-0.042630855	0.001213798	-0.021002645	-0.101869724	-0.003079516	-0.049627978	-0.00318689	-0.012941927	-0.038997882	-0.025264507	-0.040816643	-0.025333489	-0.01322948	0.003011342	-0.028473725	0.052124316	-0.014966667	-0.226967997	-0.015581117	-0.20355743	-0.028442419
59.1458	-0.049181502	0.029098324	-0.008497398	-0.000366919	0.025864986	0.034013487	-0.023471067	-0.003769786	-0.034793134	-0.111308018	-0.074135535	-0.010083057	-0.033013237	-0.014903369	-0.009266429	0.012698311	0.052558438	-0.012787774	-0.023871877	-0.043820395	0.009613286	-0.004591272	-0.057603833	0.003198932	0.019098326	0.014201269	-0.001025975	-0.039849351	0.014262452	-0.079094675	0.011554405	0.013211391	-0.053779169	0.033214111	-0.039482332	0.040742771	0.060766252	-0.031415333	-0.020613089	-0.04009014	0.048737164	-0.073969282	-0.020404604	-0.020208227	-0.017127765	-0.057547177	0.061311319	0.004814431	-0.010406238	-0.001567619	-0.018521009	0.000382	-0.013342097	-0.007243426	0.00152159	-0.022825294	0.065426245	-0.031545375	-0.048413916	0.089611141	0.007479426	-0.023058892	0.043484044	0.026451635	-0.056152931	0.073916305	-0.001262477	-0.056026711	0.007633115	-0.03499789	-0.014373972	-0.077181187	0.002185372	0.001228752	0.007700088	0.378016594	-0.012844486	-0.001976255	-0.073097656	-0.007008458	-0.070230004	-0.01825392	-0.020142393	-0.039946351	-0.046443843	0.053622235	-0.007314939	0.011983735	0.006739573	0.021065567	0.020753855	-0.022085387	-0.007255062	0.009543066	0.028337423	0.012241882	-0.003362677	0.003277446	0.020066685	-0.005902416	-0.08425716	-0.018782041	0.0104694	-0.01007805	-0.004672468	-0.004450098	0.01901872	-0.060856757	-0.03252505	-0.031839691	0.003226166	-0.007700142	0.032901523	-0.036105305	-0.311244173	0.015916463	-0.276097226	-0.005382122
59.1668	-0.025547189	-0.016824575	-0.027834395	-0.037095246	0.056515641	-0.037936642	0.020954959	-0.007735922	-0.025107374	-0.045465387	0.067699972	0.013679026	-0.04475573	-0.108500908	0.032511918	0.016569733	0.044526121	-0.043799908	-0.035750655	-0.043614735	0.025348574	0.000661766	-0.10265074	-0.02774078	-0.044521534	-0.024226598	0.038078617	0.007756953	-0.032508693	0.01801709	0.043722711	0.024814837	-0.139527291	0.021677602	0.052586702	0.012148216	0.005667014	-0.015282206	0.086312787	-0.005106125	-0.044131874	-0.074376219	0.004215237	-0.004591246	0.010026523	-0.121887998	-0.076583217	-0.012933448	-0.019638588	0.013259468	-0.008713786	-0.025540288	0.00489765	0.07070051	0.031922273	0.00555144	-0.033923466	-0.004636202	-0.050584658	0.040503286	0.007331039	-0.042326724	0.000824986	-0.029868147	-0.089197751	-0.014312583	-0.022451283	-0.066668786	0.008970175	-0.036858887	-0.034844867	0.0302403	-0.010248815	-0.027131949	0.030718554	0.197002068	0.019059932	0.024108866	-0.015412665	-0.035468398	0.020263423	-0.061391986	0.005290476	-0.0628446	-0.006328026	0.002316952	-0.063463321	0.018794372	0.012602184	-0.041600403	-0.067079815	-0.042224017	0.033812851	-0.018917662	-0.007035615	0.057168622	-0.005020283	-0.043983625	0.009270864	0.001256337	-0.053564587	-0.055385453	-0.066475297	-0.032949339	-0.039321695	0.00228656	-0.073128437	-0.095602812	-0.050254315	0.07579266	-0.004516436	-0.03896299	0.057416701	-0.011132324	-0.222078628	-0.037840487	-0.211585398	-0.054508637
59.1757	-0.004661583	-0.017397977	-0.000348433	-0.010743777	-0.004734432	0.008696431	0.016920547	-0.027862641	-0.023192365	-0.034858004	0.030826927	0.047217357	0.027292265	-0.088419645	0.062650149	0.040670728	0.003061971	-0.039384555	-0.017660357	-0.074296605	-0.005990723	0.018742753	-0.088294232	0.016029384	0.012681693	-0.026538146	-0.075827221	-0.055822972	-0.025935976	0.000650264	0.075422161	-0.035003073	-0.10781879	-0.036356596	-0.046422297	0.009352202	-0.002461225	-0.026889565	0.030380653	-0.016051832	-0.075353501	0.010326968	-0.009097379	-0.002684194	0.018482428	0.003545825	-0.018223211	0.003625919	0.028870503	0.043765032	-0.063002272	0.004462728	-0.005284708	0.025713744	0.014118202	-0.034978301	0.107786246	0.024184258	0.020378644	0.102220785	0.021115838	-0.007225997	-0.032657596	0.004039315	-0.039618163	0.044627108	0.01297177	-0.086071639	0.010185706	-0.02264964	-0.037294877	0.073191735	0.020867988	-0.085687845	-0.024910082	0.16661417	-0.063391973	-0.042381521	0.060096976	-0.009312505	-0.023024747	0.024139469	0.041665956	-0.050961342	0.005577112	-0.088719092	-0.046226487	0.021378426	-0.049460927	-0.024631893	0.010851433	-0.012161264	0.014050146	0.007166166	-0.000293752	0.002656172	0.012478899	0.006608224	-0.012556627	-0.000398096	-0.038979205	-0.05364498	-0.071087275	0.019334095	-0.063658744	-0.077678111	-0.013279935	-0.024910049	-0.012878987	0.090562531	-0.003779289	0.019303283	0.0372758	-0.008914366	-0.202247968	0.008620721	-0.257995734	-0.06928477
60.0172	-0.018170944	0.026544775	-0.029333676	0.018657743	0.019502439	0.022549373	0.027095833	-0.081027406	-0.018598235	-0.015271906	0.008086689	0.016526116	-0.012275089	-0.07585353	-0.051525578	0.078648466	-0.081701549	-0.075214528	-0.052538325	0.021447163	-0.026993729	-0.025583691	0.000946867	-0.01698121	0.079210097	-0.038967762	-0.118932661	-0.016125659	0.050693607	-0.031201124	0.000934646	-0.058208531	-0.070984535	0.052263227	0.017853481	0.046651128	0.033192869	0.019174028	-0.016703423	-0.02159765	-0.031816019	-0.039740007	-0.011329962	0.047732757	0.031958848	0.015657007	-0.073676035	0.001306232	0.056623779	0.088257342	-0.004972041	0.011953423	0.011855375	-0.007923957	-0.0231595	-0.003617282	-0.039539793	0.030601817	0.040367186	0.029644772	0.051634041	-0.021456207	0.031172466	-0.092914543	0.014694964	0.022597468	0.060407655	0.066335421	0.024725297	-0.087789963	-0.011432092	0.037633614	0.047783223	-0.034512852	0.098169904	0.047494659	-0.051171758	-0.015992713	0.016914663	0.027338518	0.132950616	0.005768691	0.000897365	-0.025082582	-0.014090817	-0.088187505	-0.025670402	0.037334459	0.055471007	0.015042007	0.079657481	-0.049256389	0.073431522	-0.068283484	0.032951661	0.072893383	0.036643239	-0.030446685	-0.013639048	0.004033474	-0.118355162	0.0461832	0.042380564	-0.051773279	-0.136057471	-0.011085191	0.03495949	0.029676581	-0.000640412	-0.002225527	-0.024257506	0.001261708	0.120960141	0.116594581	-0.021855378	0.021591302	0.000932115	-0.150700556
