	N_downshift_15min	N_downshift_25min	N_downshift_44min	N_downshift_5min	N_downshift_79min	N_downshift_9min	N_upshift_15min	N_upshift_25min	N_upshift_44min	N_upshift_5min	N_upshift_79min	N_upshift_9min	Rapamycin_15min	Rapamycin_25min	Rapamycin_44min	Rapamycin_5min	Rapamycin_79min	Rapamycin_9min
YBL005W	0.222467472567	0.262282335795	0.147301990631	0.128576655617	0.0867279217792	0.179388035989	-0.679620102555	-0.49188405369	-0.569454564141	-0.308287811435	-0.613722838161	-0.726683785504	0.297725615873	0.174043689643	-0.0376349668719	0.132803207958	-0.117072680462	0.26441672376
YBL021C	0.249879411844	0.349423415085	0.330877806957	0.0993321345525	0.313876708333	0.148888428397	-0.151567074319	-0.537036041792	-0.537132140995	-0.165347421349	-0.515181233601	-0.0979174491136	0.30646481452	0.451927896594	0.493565851588	0.0003143145007	0.522601470626	0.0762262672759
YBL103C	-0.55651508968	-0.672002357193	-0.750654159686	-0.16236645981	-0.768808224321	-0.342913318855	0.712382265458	0.512933355074	0.482662720871	0.444727647397	0.438329252285	0.698433276453	-0.278169578217	-0.305707509983	-0.437026605365	-0.128937247221	-0.722114800379	-0.329344224944
YBR049C	-0.0374674389493	-0.127968374769	-0.140759545722	0.00225414956798	-0.132997208068	0.00568929407371	0.148495150899	0.0535825833584	0.0561553062259	0.09413963035	0.0725166688167	0.188194380486	-0.00634165922313	-0.0944772777508	-0.136456400923	-0.0171120561199	-0.160391195166	-0.0112954655112
YBR083W	0.0884745430426	0.00155808777972	0.0473167474382	0.0505064201851	0.10852892763	0.0863503065504	-0.223208143798	-0.157250181418	-0.21984530703	-0.135910397579	-0.23107494927	-0.24424667153	0.105690467289	0.00739749516643	0.114655876888	0.0200668148655	0.221918390994	0.0956340244544
YBR182C	-0.307475178049	-0.285945864369	0.0193802968118	-0.231893673442	0.108081335172	-0.259863324076	-0.839224048418	-0.370947398686	-0.255618032651	-1.08686247237	0.264411478375	-1.70319091506	0.71403116328	-0.126847185734	-0.337119645317	0.328861798285	-0.060290761982	0.791664237006
YBR240C	0.0526973295195	0.173154427809	-0.00898947467071	-0.030231291609	-0.0733919785347	-0.00354292280825	-0.472393954163	-0.50047126444	-0.340069314354	-0.22380632934	-0.211713778984	-0.356712260553	0.242213813647	0.312644065821	0.378439844497	0.00587074756338	0.299466081472	0.00659142203567
YCR106W	0.82289787068	0.748074800953	0.547852149603	0.331025701434	0.749449131061	0.550857503928	-1.02062223279	-1.016255564	-0.387136118568	-0.413386817759	-0.00583802471844	-0.632978802199	0.738342344115	0.322060335523	0.429344189015	0.0643215284542	0.790297720716	0.565378234391
YDL020C	0.311149118824	0.428769355189	0.327975941577	0.102224211157	0.325243656989	0.178127581478	-0.841762961073	-1.28426299235	-0.924777106876	-0.224526190413	-0.579973662142	-0.417079457251	0.316103412916	0.415778092091	0.57911994416	-0.0028569683863	0.600108061424	0.0794905085582
YDL056W	0.240237742014	0.285514294267	0.269529969343	0.0749490776872	0.218117296411	0.144236477761	-0.637143939495	-0.682010855347	-0.720633777	-0.261524411372	-0.593442044204	-0.539031658702	0.198735606872	0.224770426182	0.240300949625	0.0230006977463	0.22166630657	0.129262618187
YDL106C	0.113613398273	0.212058101598	0.236741463895	0.0294975336539	0.247757311308	0.042383825866	-0.184257554733	-0.0424460199078	-0.0302300918665	-0.167533094216	-0.0203926399894	-0.277362517761	0.027159821135	0.149917973818	0.240654492998	-0.0226415084398	0.269336707931	0.0102258695389
YDL170W	0.208317450951	0.0378415457383	0.0123441673325	0.172590427085	-0.0547871788408	0.286015765596	-0.53399336811	-0.138502740311	0.107872218589	-0.331136387047	0.183321397102	-0.692521109229	0.288633195055	0.122047161578	-0.064995678318	0.178450011792	-0.190606627402	0.347960049277
YDR043C	0.104392250123	0.101088978518	0.22872765203	0.0580464456126	0.246777372361	0.0811461711802	0.418262904858	0.650504317296	0.673538077913	0.118623413866	0.46430506517	0.186900333366	0.159012544233	0.289944761679	0.273537311156	0.0991966698099	0.22854596216	0.158330124235
YDR123C	0.564736790054	0.67395176877	0.643534906627	0.176308815155	0.691074174125	0.331269167359	-0.564617625007	-0.844334222852	-0.718541678117	-0.183607655698	-0.603877147895	-0.29648559487	0.585549962394	0.620986793873	0.716998479064	0.100600650149	0.769913421546	0.33404862842
YDR146C	-0.00202790928958	0.0977530008747	0.251037751291	0.0084063363004	0.274726619884	-0.00724344843708	0.146877998113	0.34974024518	0.303179460652	-0.170280696678	0.263086107543	-0.139707802745	0.160654614288	0.375133955508	0.369244699321	0.00171179530867	0.307118476898	0.0264401695787
YDR207C	0.194294099581	0.321586016199	0.335121074092	0.0188010285121	0.318354561715	0.0917629827424	-0.204023382629	-0.128859214848	-0.159784184163	-0.016564000184	-0.153091733273	-0.0839936815043	0.291156860863	0.372894115189	0.357508771155	0.0546618130685	0.379664895336	0.18531021813
YDR216W	-0.190614258012	-0.181274790565	-0.169584614818	-0.0765767654972	-0.155702031253	-0.131564201986	0.239691710477	0.311520284803	0.205627174145	0.0448844139369	0.179182288412	0.0990450165584	-0.237411465165	-0.228129723152	-0.265345380936	0.00976828942705	-0.241608031564	-0.134548243828
YDR253C	-0.816223417149	-0.814579765853	-0.864038786209	-0.204098666087	-0.756400772249	-0.429697962799	1.16867921545	-0.510089038576	-0.632298456001	0.756322190596	-0.34510095135	1.45267872876	-0.511689066351	-1.17778196112	-1.2920896767	-0.184070673904	-1.43050604083	-0.559339761039
YDR259C	-0.387590149764	-0.587851552469	-0.409482388018	-0.139505921776	-0.285828141647	-0.198825484379	0.484976285272	0.700824297413	0.666988730472	0.233403336124	0.586774955826	0.454213249251	-0.43330297605	-0.778408988716	-0.735496488607	-0.102583932513	-0.519017010695	-0.203588888878
YDR310C	0.171211823377	0.414610598644	0.489926750476	0.00916988995734	0.524486158313	0.107594081283	-0.148697234643	-0.0112802020131	-0.0559874864396	-0.0801878617821	-0.0592349719109	-0.187599517317	0.204451821279	0.429190312416	0.374741944714	0.066003201631	0.330145552517	0.114920855938
YDR423C	-0.0980626489192	-0.0304065791865	-0.0924094564352	-0.0912660553009	-0.119259743672	-0.128287559032	-0.127340708148	-0.255258028937	-0.425894374612	-0.0703804826927	-0.465115331727	-0.170206906097	-0.190591931195	-0.0705166820543	-0.0623872873148	0.0183602459909	-0.167427803335	-0.058623603833
YDR451C	0.136863028612	0.190439104988	0.18142589414	0.0231700362461	0.179419740834	0.0704377862127	-0.0680817980097	0.0158636498343	-0.111163560655	-0.183111863507	-0.0711874637896	-0.251663707583	0.14678961746	0.163763133579	0.190322542956	0.0584183072884	0.203354321713	0.121715929784
YDR463W	0.0277199743925	0.0923402680561	0.239251562106	-0.0219534616588	0.32704347648	-0.00359889993994	0.194138668383	0.431157859647	0.421026936928	0.0549719516119	0.37351948654	0.107143145879	0.0265335529766	-0.0097437812514	0.00423444410346	0.0365803421242	0.0742332475848	0.0766892499615
YEL009C	-0.144121707592	-0.215601650856	-0.207618780953	-0.0138920626387	-0.191408655174	-0.0463458083291	0.123820919742	0.203079497723	0.303186964155	0.122926695976	0.250481294429	0.178023721384	-0.0992942017938	-0.0882315033602	-0.0819787959654	-0.0107161057744	-0.095072303039	-0.0318852151328
YER040W	0.319097447519	0.351106903654	0.382414690314	0.112648692458	0.404497232195	0.210190720385	-0.470162863508	-0.708683793829	-0.70272931512	-0.120270231602	-0.593417613502	-0.271021100054	0.421044812624	0.418209601827	0.45863374459	0.0879380022176	0.535625061938	0.279310099787
YER111C	0.0185587712773	0.147520933702	0.188330883925	-0.00831165400522	0.184563441993	-0.0373896701371	-0.255718752139	-0.15476110401	-0.264991554057	-0.240792802038	-0.213394705643	-0.422752326193	-0.074465732572	0.0644628370713	0.198802583216	-0.0407596854862	0.207150329794	-0.0882899768673
YER161C	-0.13298766239	-0.23303186982	-0.267075181054	-0.0126346582479	-0.293530105817	-0.0525212082843	0.219283025283	0.306802297804	0.315624510164	0.130609108365	0.258754804335	0.204980003545	-0.151875273371	-0.207978512718	-0.298349799784	-0.028468396255	-0.402296193449	-0.0883062811722
YER169W	0.597771081047	0.676569617566	0.719012546539	0.215493420682	0.748788452173	0.385125841311	-0.89219585416	-1.14515412267	-0.834903944569	-0.19458675675	-0.696785957731	-0.521573581252	0.653535765152	0.674230800729	0.754317175576	0.157213511421	0.823348939702	0.447903808962
YFL021W	-0.142243192858	-0.147559446212	0.332200438489	0.00467598183685	0.514788568977	-0.0297630758469	0.154390641765	0.0487798000798	-0.0749908674617	0.032955652401	-0.158594096816	0.0834999477904	-0.331151902902	-0.317249423689	-0.192450784685	0.0279142370658	0.0591880258244	0.0127432893711
YFR034C	0.111256268216	0.172133329246	0.0967165669218	0.018400503972	0.0584334471035	0.0510180608807	-0.257061319805	-0.206520604457	-0.239333211148	-0.218677150454	-0.256554750967	-0.316471305229	0.0936677550857	0.155607266008	0.150843040876	-0.0111974898767	0.0751691881129	0.0223513714693
YGL013C	0.0909231731021	0.138424376559	0.197754446071	0.0701711240373	0.216046104911	0.0856227653548	0.147809801561	0.337496175485	0.440040144654	0.195545762252	0.470271797211	0.170553167777	-0.175901214282	-0.316777921063	-0.27956977276	0.0897260772682	-0.251534148536	0.101514262572
YGL073W	-0.120209082325	-0.258988739668	-0.316047963023	-0.0206669774191	-0.342370527159	-0.0375577523699	0.162400934925	0.233577987771	0.150490340185	0.0288251258867	0.156601964463	0.112109305909	-0.0613579964918	-0.197687867994	-0.293902012377	-0.0362977203297	-0.382152352182	-0.0367635631812
YGL131C	1.17483963973	2.20346484586	1.97483159891	0.187121439465	1.72747751948	0.354136388958	0.397343476049	0.513679706621	0.928135769789	0.487509417807	0.71686247284	0.44728707184	0.553447766205	0.973696115089	0.884019436957	0.00837425824099	0.833087095087	0.157874650853
YGL162W	0.0931118823348	0.170957009723	0.159361125324	0.00732759235556	0.147436685892	0.0126761051006	-0.351152607253	-0.271728444093	-0.428125312069	-0.208849471813	-0.382221735525	-0.342930841263	0.36097106715	0.481346635612	0.390640916553	0.123043711274	0.351608130552	0.285421373431
YGL237C	-0.211777515373	-0.282628186696	-0.233907891434	-0.0596873880589	-0.222703679202	-0.10866896417	0.451319806585	0.492907931581	0.431434632509	0.146479537545	0.371435709131	0.292352791758	-0.225624237203	-0.306848473052	-0.326535945929	-0.0189972559997	-0.28397868732	-0.116976325404
YHL009C	-0.0791524394954	-0.259829974145	-0.408768866253	0.0396438207467	-0.520932977277	0.0169558058563	0.172123549942	0.38828802452	0.3115048188	0.0419320721942	0.261728639553	0.167795295018	-0.047356750528	-0.203741754973	-0.60217041034	-0.0903288893733	-0.783780359847	-0.0170375798897
YHL020C	-0.0133901059151	0.0373719333636	0.0123549216478	-0.0676937733787	0.0994948961091	-0.0817849215747	0.455993899076	-0.271629256781	-0.49766935813	0.24364632744	-0.629163049188	0.524287077422	-0.124024686203	-0.0691940224497	-0.0067581470719	-0.101764065069	0.197623645091	-0.225325704142
YHL027W	0.218269954903	0.403304810446	0.369868156103	0.0309741777445	0.289647530229	0.0832643716273	0.0258321941196	0.267168127442	0.121654935231	-0.199933149269	0.0716624842385	-0.16941574819	0.191576224987	0.45969179935	0.420015701311	-0.0159857658703	0.319256577651	0.0491202161388
YHR084W	-0.0358474008707	-0.0132452515607	0.0145207456783	-0.0125861381936	0.0493350344841	-0.0277406611934	0.0244587989449	0.0660248889251	0.0193854150098	-0.0562359756737	-0.0184196199714	-0.0419146069871	0.0176749629948	0.0806509581255	0.126496904613	0.0167845336006	0.168132879297	-0.0187685348964
YHR178W	0.279846877715	0.156807163384	-0.00643167205403	0.0990701273412	-0.121357960227	0.209834088851	-0.491056661489	-0.30594475388	-0.35664276986	-0.20427275947	-0.303609368557	-0.339873340013	0.0477132412326	-0.105564594991	-0.213622355203	-0.0697404104456	-0.270557531678	-0.035918012753
YHR206W	-0.218509472266	-0.20775025992	-0.0841795160512	-0.0626321438957	-0.029270392186	-0.137890122047	0.450883254728	0.640815090298	0.521362042568	0.113658957067	0.362959714981	0.217757373868	-0.162282000092	-0.0751500183618	0.0129353646361	-0.0274103603724	0.0473403719814	-0.129080918278
YIL101C	0.254159218881	0.280326931468	0.398622158626	0.133756313114	0.485689954273	0.233372901316	-0.108621343296	-0.405951645137	-0.231601457045	-0.0556582190606	0.00152930966989	0.00266846295143	0.262490821113	0.0829601377912	0.190725769237	0.0246692664043	0.279597607454	0.172475072448
YIL131C	-0.175874235147	-0.134440476367	-0.0333972083005	-0.0638236629757	0.0725775677874	-0.0986421015045	0.113829487572	0.0865296876598	0.0551043568619	-0.0100185252746	0.048805873001	0.0770172141211	-0.0453479641036	-0.036249988602	0.129882529597	-0.0682771573278	0.201071493564	-0.148534454637
YIR018W	0.475175582875	0.452285761756	0.480623251524	0.0852686567577	0.372468140298	0.257963937233	-0.572758932729	0.0805892756709	0.264263555706	-0.488394070979	0.24811928026	-0.839781971337	0.484413324207	0.749412761326	0.561244487535	0.085737840257	0.307233909073	0.211558658418
YJL056C	0.144409570279	0.115967968659	0.0616474777112	0.0644784148249	0.0618453317671	0.110473741668	-0.0264144745715	-0.125333509439	-0.125641381889	-0.0681908283104	-0.136362819914	-0.0559661845837	0.111533031503	0.0614538386336	0.0746932647168	0.0147878363151	0.153895789919	0.0878496550769
YJL089W	-2.98694052394	-2.27731741461	-1.94002065187	-0.816455183297	-1.67584525655	-1.78012271308	2.77240555013	2.58755037182	1.94375296311	2.13744260356	1.39934648739	2.79305690758	-4.90941301954	-4.40270098246	-4.43394087261	-0.486919846333	-3.58269054321	-2.21995761915
YJL110C	-0.0758149249167	-0.21399956991	-0.389943696703	-0.0825326139084	-0.512339192332	-0.0826541549398	-0.363464523453	-0.263407936898	-0.258050292226	-0.216308623979	-0.0717323668658	-0.337594675344	0.481995564938	0.399533872347	0.149064027919	0.181512491866	-0.050358515156	0.405278838525
YJR060W	-0.253205497393	-0.200008387319	-0.134295007851	-0.084751059368	-0.0538786103066	-0.171133437705	0.721408019179	0.360080312795	0.441854879011	0.323135531955	0.395432512059	0.595285813542	-0.0766077457119	-0.0533715819531	0.0273864591409	-0.0342996662567	0.111069067107	-0.078042992119
YKL015W	0.182556342493	0.452984466732	0.854729379305	0.260443334826	0.993717778239	0.270231269711	0.11405903667	0.18584795379	-0.016355366291	0.207594319042	-0.206479260833	0.260731366953	-0.293796034781	-0.151631603017	-0.11283630065	-0.091018151528	-0.176331944242	-0.16691073705
YKL020C	-0.139665481636	-0.123409984992	-0.0738029295234	-0.0386587188606	-0.0213438595739	-0.0646852843849	-0.0905903475655	-0.0889805930551	0.0414685889816	-0.0118796506781	0.11459883347	0.0117914539202	-0.117371516876	-0.127444143905	-0.0469106771566	-0.0127894121032	-0.019587601776	-0.0710907901958
YKL038W	0.220670947867	0.325005186624	0.367901630287	0.0791713036714	0.387403269268	0.165257981122	-0.434723898733	-0.500581594504	-0.471878261352	0.0181911013459	-0.423853657821	-0.155284552795	0.175490160081	0.100488564212	0.108107016144	0.0112760698131	0.195501174917	0.158436073302
YKL043W	-0.325019946748	-0.404070672819	-0.303910006057	-0.0436706730175	-0.21251375883	-0.178877322272	0.65103018152	0.913403717638	0.554028570431	0.122217060205	0.118325736742	0.569382374001	-0.471233334849	-0.577489311872	-0.674031036035	-0.208946529286	-0.74072556337	-0.445009886249
YKL062W	1.01433954008	1.17341129614	1.27006890677	0.387445936785	1.31953933967	0.664592728593	-1.32223214782	-2.06788192236	-1.76188412667	-0.0780947219196	-1.18252162459	-0.466072188047	1.05198542949	1.06580480118	1.26407724611	0.179780269351	1.42183740109	0.696599563739
YKL109W	0.158766646312	0.17537095839	0.151156173407	0.0605621759599	0.166710423509	0.101729043911	0.0159184094065	-0.0648675291691	-0.0293016760314	-0.0624576293896	-0.0327731711039	-0.084967335987	0.145127887794	0.111737839656	0.0696201150276	0.00702165627903	0.131221862527	0.0381782533373
YKL112W	0.0048049709046	0.00166701764128	0.00926402008745	0.0054609085815	0.0244500070712	0.0174416146421	-0.123130811837	-0.136806911854	-0.0873040212819	-0.0511644797286	-0.0487663188178	-0.0684712644291	0.0554426812856	0.0155011840836	0.0590476592695	-0.0250811658398	0.0723217410447	0.0121962598697
YKL185W	-0.212682696108	-0.291058142785	-0.225479839477	-0.0760021387487	-0.146298628832	-0.141196994645	-0.0120067921003	0.165268890637	0.0464785086255	0.030334585091	0.0995056190043	-0.0764113262067	-0.248682265635	-0.425957098337	-0.284026335984	0.0197501509871	-0.0796423599767	-0.0311792868998
YKR034W	0.0646214142772	-0.00976709204073	0.0487079275038	0.0476574375258	0.0539898641582	0.0661066107855	-0.0808643130933	0.124472315234	0.290109240911	-0.0412954426433	0.305287083227	-0.0807744039949	-0.081423456324	-0.0318328098688	0.0388579768797	0.0258767562534	-0.00106222946911	-0.00605434140163
YKR099W	0.0192272577069	0.0316192393649	0.0235706350866	0.0118721552467	-0.00288544697844	0.0188646283393	0.0127064273293	0.0511012524829	0.0878901405388	-0.015223006209	0.104386816626	0.0606920727102	0.0374035005056	0.0866346473033	0.0538092444406	-0.0250114953195	-0.0437288373004	-0.0236384293017
YLR098C	0.153072024118	0.191898692245	0.108242376124	0.0389236920825	0.0376257481034	0.0732507951407	-0.478147257761	-0.321753084585	-0.307203043558	-0.260126787716	-0.183598788464	-0.55698632892	-0.100996133081	-0.0860742687511	-0.0739249366684	-0.011088868413	-0.0832190488522	-0.0857475605358
YLR131C	-0.159608135891	-0.19264082981	-0.249301404243	-0.0201347789678	-0.273156092235	-0.0704845202184	0.0248525652309	0.20859375056	0.0252778937133	0.0649758014462	-0.0727033848261	-0.0385916542615	-0.273332882329	-0.36163124464	-0.466759740856	-0.047321937584	-0.446535949045	-0.114182041455
YLR176C	0.234718318516	0.368270050363	0.45943484428	0.0969668376962	0.492627442084	0.143220061286	-0.0895806552819	-0.173665288892	-0.324534430651	-0.0627890723259	-0.346663221768	-0.0958293989064	0.214163685186	0.34532980242	0.416897614119	0.0619005869144	0.480209614824	0.137229875946
YLR228C	0.0526286351836	0.160709454254	0.200712590465	0.0196336255756	0.206950800392	0.0259105219583	-0.428537159876	-0.341309495818	-0.31603819764	-0.24329890454	-0.293899681903	-0.401944408077	-0.0103733851036	0.15817388971	0.250975633687	0.00766829999212	0.265169622758	-0.0383977680004
YLR256W	-0.670463257258	-0.905867939533	-0.57245144974	-0.215405117822	-0.385521781162	-0.39987201636	1.10113161031	1.19681180791	1.18001923367	0.807421116025	1.02645347107	1.03136342173	-0.614123317482	-0.822288258464	-0.569245005935	0.0538223951862	-0.391881291905	-0.0720729169449
YLR403W	-0.207358411391	-0.347582982446	-0.385170225739	-0.0441503758342	-0.414903674175	-0.0908027452598	0.383132412316	0.402545634975	0.342103224386	0.19453209783	0.282834565548	0.320456145012	-0.168067028422	-0.295628425067	-0.404571584974	-0.0273788364085	-0.496926506838	-0.0820787168375
YLR451W	-0.366452855119	-0.557099619945	-0.563407337436	-0.111343817514	-0.570729019247	-0.187192699618	0.543035195669	0.670647146851	0.637438412715	0.247374632716	0.628531411386	0.377555216065	-0.327628907403	-0.422260273567	-0.396025415098	-0.0177326126092	-0.421152764808	-0.116680219795
YML007W	-0.172854046493	-0.190090998433	-0.150718777021	-0.0645824821812	-0.102110592191	-0.0872422575026	0.443182653755	0.306526444223	0.302681761318	0.0898552340087	0.262539570789	0.371975746171	-0.0954748932167	-0.0366319213758	-0.0496725960695	-0.0756964992553	-0.0197999839444	-0.122811323051
YML027W	0.0678545722057	0.209570181779	0.105195090582	-0.0140288349472	0.046542801245	-0.0170822351727	-0.380613194832	-0.276684670696	-0.323475317947	-0.240339483539	-0.326669454042	-0.461624729615	0.142633677946	0.205179879488	0.164065383959	0.0693574159158	0.151077332207	0.0726276668088
YMR016C	0.645794380192	0.76356537845	0.855627462262	0.234211733327	0.919465407436	0.418549812489	-0.673815718839	-0.877877695575	-0.713838727606	-0.158841314501	-0.60470676032	-0.375529074841	0.594790987146	0.60370027934	0.67977484696	0.114950127335	0.794822307195	0.402683254726
YMR019W	0.476077166634	0.677356003532	0.671196917047	0.158464986055	0.698398791557	0.249891636922	-0.121382565996	-0.644456837979	-0.443172092782	-0.085208471689	-0.274678037177	0.102785538257	0.826059449937	1.04085458505	1.03139254402	0.0465095999897	0.98076978158	0.299134127809
YMR021C	0.118685005001	0.122772406553	0.0536869371024	0.0718058691504	-0.0311502679538	0.0909232083202	-0.0206756819137	0.160700453787	0.179732641212	-0.0278963989326	0.132866508071	-0.118635357858	0.000466016411431	-0.2454759051	-0.330868335065	0.00638651880863	-0.24220130576	0.0829209540553
