variable	feature	coef	cor	var_name	feature_name
114.06	YDR423C	-0.0197090825046	-0.810113519092	L-Proline; 3-Acetamidopropanal; D-Proline	CAD1;YAP2
114.06	YER161C	-0.0255313014579	-0.931888544892	L-Proline; 3-Acetamidopropanal; D-Proline	SPT2;SIN1;SPM2
114.06	YGL073W	-0.0644754570962	-0.863777089783	L-Proline; 3-Acetamidopropanal; D-Proline	HSF1
114.06	YHL020C	0.0128446142724	0.874097007224	L-Proline; 3-Acetamidopropanal; D-Proline	OPI1
114.06	YKL038W	0.0257591995784	0.770897832817	L-Proline; 3-Acetamidopropanal; D-Proline	RGT1
114.06	YLR131C	0.0890511621759	0.884416924665	L-Proline; 3-Acetamidopropanal; D-Proline	ACE2
114.06	YLR176C	0.0411860357181	0.803921568627	L-Proline; 3-Acetamidopropanal; D-Proline	RFX1;CRT1
114.06	YLR403W	-0.0359856919847	-0.898864809082	L-Proline; 3-Acetamidopropanal; D-Proline	SFP1
114.06	YLR451W	-0.0466219535773	-0.8782249742	L-Proline; 3-Acetamidopropanal; D-Proline	LEU3
275.12	YDR207C	-0.0573333608126	-0.814241486068	N6-(L-1,3-Dicarboxypropyl)-L-lysine	UME6;CAR80;CARGR1;NIM2;RIM16
275.12	YGL162W	-0.0278412414907	-0.818369453044	N6-(L-1,3-Dicarboxypropyl)-L-lysine	SUT1
275.12	YGL237C	0.0063710666418	0.865841073271	N6-(L-1,3-Dicarboxypropyl)-L-lysine	HAP2
275.12	YMR019W	-0.0513966790256	-0.841073271414	N6-(L-1,3-Dicarboxypropyl)-L-lysine	STB4
275.12	YOL028C	0.0357734022976	0.692466460268	N6-(L-1,3-Dicarboxypropyl)-L-lysine	YAP7
347.04	YDL056W	-0.012917805746	-0.71310629515	IMP	MBP1
347.04	YDR123C	-0.0159105780185	-0.700722394221	IMP	INO2;DIE1;SCS1
347.04	YDR207C	-0.00864532001848	-0.739938080495	IMP	UME6;CAR80;CARGR1;NIM2;RIM16
347.04	YER161C	0.0572292887279	0.865841073271	IMP	SPT2;SIN1;SPM2
347.04	YGL073W	0.0402671621355	0.884416924665	IMP	HSF1
347.04	YHL020C	-0.0421188950881	-0.91124871001	IMP	OPI1
347.04	YKL112W	-0.00378076622966	-0.884416924665	IMP	ABF1;BAF1;OBF1;REB2;SBF1
347.04	YKR034W	0.0127942110883	0.739938080495	IMP	DAL80;UGA43
347.04	YLR131C	-0.0292378838963	-0.888544891641	IMP	ACE2
347.04	YLR403W	0.0375498821599	0.927760577915	IMP	SFP1
347.04	YLR451W	0.00959939437077	0.898864809082	IMP	LEU3
347.04	YMR016C	-0.0301904611408	-0.766769865841	IMP	SOK2
347.04	YMR019W	-0.0502353160844	-0.832817337461	IMP	STB4
289.12	YBL005W	-0.0565519653212	-0.832817337461	N-(L-Arginino)succinate	PDR3
289.12	YDL056W	-0.00948158988294	-0.805985552116	N-(L-Arginino)succinate	MBP1
289.12	YDL170W	-0.0332659514613	-0.892672858617	N-(L-Arginino)succinate	UGA3
289.12	YDR123C	-0.000870127907113	-0.770897832817	N-(L-Arginino)succinate	INO2;DIE1;SCS1
289.12	YER040W	-0.00955636210575	-0.801857585139	N-(L-Arginino)succinate	GLN3
289.12	YER169W	-0.0101306977612	-0.758513931889	N-(L-Arginino)succinate	RPH1
289.12	YHR206W	0.076582515604	0.882352941176	N-(L-Arginino)succinate	SKN7;BRY1;POS9
289.12	YJR060W	0.0139640422477	0.894736842105	N-(L-Arginino)succinate	CBF1;CEP1;CP1;CPF1
289.12	YKL109W	-0.00407829094545	-0.830753353973	N-(L-Arginino)succinate	HAP4
289.12	YMR037C	-0.0391055139525	-0.923632610939	N-(L-Arginino)succinate	MSN2
289.12	YOL108C	-0.0128242998488	-0.855521155831	N-(L-Arginino)succinate	INO4
289.12	YPL089C	0.0673983074686	0.946336429309	N-(L-Arginino)succinate	RLM1
174.09	YDR207C	-0.00411931835807	-0.764705882353	L-Citrulline	UME6;CAR80;CARGR1;NIM2;RIM16
174.09	YGL073W	0.0562540932354	0.839009287926	L-Citrulline	HSF1
174.09	YLR131C	-0.039286842698	-0.801857585139	L-Citrulline	ACE2
174.09	YLR176C	-0.0230473580783	-0.760577915377	L-Citrulline	RFX1;CRT1
174.09	YLR451W	0.0146905226001	0.826625386997	L-Citrulline	LEU3
174.09	YML007W	0.0551691473071	0.768833849329	L-Citrulline	YAP1;PAR1;PDR4;SNQ3
174.09	YOL028C	0.0525533804089	0.653250773994	L-Citrulline	YAP7
174.09	YPL202C	0.0144237107844	0.719298245614	L-Citrulline	AFT2
154.06	YML007W	0.132600394669	0.638802889577	L-Histidine	YAP1;PAR1;PDR4;SNQ3
154.06	YPL202C	0.187824222253	0.622291021672	L-Histidine	AFT2
154.06	YPR199C	0.101888859691	0.772961816305	L-Histidine	ARR1;ACR1;YAP8
91.04	YDR043C	-0.143769508053	-0.671826625387	Glycerol	NRG1;MSS1
91.04	YHR206W	-0.0106373404101	-0.90092879257	Glycerol	SKN7;BRY1;POS9
91.04	YKL038W	0.0817136722179	0.861713106295	Glycerol	RGT1
91.04	YML007W	-0.0687291021759	-0.717234262126	Glycerol	YAP1;PAR1;PDR4;SNQ3
91.04	YPL089C	-0.115016052659	-0.931888544892	Glycerol	RLM1
91.04	YPR199C	-6.15751814716e-05	-0.836945304438	Glycerol	ARR1;ACR1;YAP8
226.01	YDL106C	-0.0156658825494	-0.834881320949	L-Glutamyl 5-phosphate	PHO2;BAS2;GRF10
226.01	YER161C	0.0540514883715	0.917440660475	L-Glutamyl 5-phosphate	SPT2;SIN1;SPM2
226.01	YGL073W	0.109625150016	0.836945304438	L-Glutamyl 5-phosphate	HSF1
226.01	YKL038W	-0.0258856330636	-0.781217750258	L-Glutamyl 5-phosphate	RGT1
226.01	YLR131C	-0.0647799336429	-0.8782249742	L-Glutamyl 5-phosphate	ACE2
226.01	YLR403W	0.042481588526	0.799793601651	L-Glutamyl 5-phosphate	SFP1
226.01	YLR451W	0.029268316351	0.886480908153	L-Glutamyl 5-phosphate	LEU3
226.01	YMR016C	-0.0143981125084	-0.832817337461	L-Glutamyl 5-phosphate	SOK2
131.08	YDR423C	0.0153163703317	0.717234262126	L-Ornithine	CAD1;YAP2
131.08	YER040W	-0.0585833153868	-0.700722394221	L-Ornithine	GLN3
131.08	YER161C	0.0501860725717	0.814241486068	L-Ornithine	SPT2;SIN1;SPM2
131.08	YLR131C	-0.00667492476072	-0.7564499484	L-Ornithine	ACE2
131.08	YOL028C	0.109245217461	0.607843137255	L-Ornithine	YAP7
131.08	YOL108C	-0.0179588971158	-0.599587203302	L-Ornithine	INO4
