	YBL016W	YBL088C	YBR028C	YBR097W	YBR125C	YBR274W	YCR008W	YCR091W	YDL006W	YDL047W	YDL101C	YDR075W	YDR477W	YFL033C	YFR014C	YGR123C	YHR030C	YHR082C	YIL035C	YIR026C	YJL095W	YJL128C	YJR059W	YKL048C	YKL126W	YKL139W	YKL161C	YKL166C	YKL168C	YLL010C	YLR113W	YLR362W	YML016C	YMR139W	YMR216C	YNL032W	YNL099C	YNL298W	YNL307C	YNR031C	YNR032W	YOL016C	YOR061W	YPL031C	YPL140C
YBL005W	-0.7204624285650838	-0.9880570779552174	-0.2871428570947978	0.28774973896709466	-0.596747682731857	0.46202716218270234	-1.674565997595744	-1.0771452403899593	1.3306538345526417	0.5658144777725436	2.1534535510877264	-1.9953249015157946	0.04269746490076831	0.4411777999629356	0.3696465459901882	0.05304380568311706	-0.6209857674317656	1.2177432496521463	-0.8088385849109403	-0.7350638593362375	0.988510809570762	0.9600937980164788	-1.3792466683374514	0.3770886756482861	0.012932333204666469	-0.09950819005375688	-1.5997588139565706	0.38432022849656255	2.1589305705576587	1.957082105400576	0.31040206920526314	1.1441541377744047	1.6204659105414327	-0.8852474344034178	-0.6747944129344474	-0.2743105614988426	-0.3699864184909438	-1.4426146501741144	-0.009925075909551051	-0.42735553363360324	-0.6597072772414414	0.5958207638255518	0.7137697300249869	-0.352060235760421	-0.46872909309653377
YBL021C	-0.36718696786370986	0.19545276131829592	-0.13399118309295865	0.2323181116855012	-0.2046470630405529	0.3767001588351555	-0.7841141431291897	-0.4871608928235446	0.11245210109684689	0.8950332432811282	0.18963383880463835	-0.8238135221066232	-0.3933323237623288	-0.44466712534339264	-0.01566038448237561	0.1348216453555584	-0.7985071517294066	0.7249897164387277	1.1056979712634734	0.557811698608497	-0.44747847718673983	0.0022954158367738398	-0.23067782772238526	0.2990287763515017	-0.004207003730056003	0.027863030914567544	0.04613592704307434	-0.10063527012673679	-0.22959697550460922	-0.26845641797095554	0.29407831188584843	0.3090566469172821	0.3237755019772758	-0.27740114021289847	0.3089366049379244	-0.6212354865632299	-0.584438728175441	0.07282015345115056	0.5459776540545137	-0.05827923476777519	1.056007224832968	0.08185299257066447	0.02904242685125291	-0.40263974819970855	-0.24365484677799681
YBL103C	-0.574467786887194	-0.594217789941441	0.16018758273241457	0.24821025676839864	-0.22084968173405206	-0.22348561419519952	0.9631685078804603	0.3891028917548427	0.045811584144527684	-0.5534535171640956	0.04437568171070294	0.10182355876432997	0.4066948539366693	0.5024482422140879	-0.0745296953714536	-0.2307816221190533	0.354624715529704	0.2634072524270247	-1.7350965521507082	0.10446777649989869	0.3059182373131493	-0.18776807114352034	0.009404089262485593	-0.3846610628192394	0.053440003750937715	-0.19087321480917063	0.41531018112927076	-0.16909196618599942	0.3974131823680182	0.4689646204836608	-0.6803522789597239	0.5665426740789783	0.25939845732045497	0.10267585429864762	0.670971519185199	-0.33369647579590356	-0.2091451550789135	-0.2727527954668899	0.5360213794301278	0.09306420533755566	-0.7895186291430453	0.04521220466033876	-0.7056419120377405	0.061982906361595314	0.5597414016598627
YBR049C	0.2706221614139729	0.15221767325060848	-0.019911275286693633	0.15888650588176695	-0.3559183166124734	0.06369487560420072	0.08357479131413001	0.337786096489071	0.02268989006141832	-0.2731004248369594	-0.14332299506979634	-0.12131161563431482	-0.27226077850471375	0.05191656087163546	-0.0782907775834746	-0.2086854124281023	0.0589576534108799	-0.13194060171199712	-0.05927643709567838	0.17390412013385403	-0.01852797784449499	-0.06583717551890299	0.014816463760193355	0.03706552034173312	0.04703826361021758	0.05068950206205347	0.18230598215601018	-0.23337971563074084	-0.12577438086311066	0.09777584864627846	-0.11426151819785359	0.25182425332751823	-0.232141470399495	0.025146858394971924	-0.20391705029299256	0.007932477990247572	0.23292232298979942	0.2578226823296674	-0.041229172168359765	-0.0034354557938616054	-0.12202594706326027	0.054657071274165026	-0.15291910851058305	0.056111640093110995	0.2871083916403541
YBR083W	0.606450759803036	-0.6591986126712173	-0.14203308433802467	0.007355051128218826	0.4771460358466748	-0.19800234436956532	0.5695197752483327	-0.22535107115043043	0.14705376287703675	-0.0632563301790281	-0.02273989690880085	-0.006029052216050379	-0.1767252738809545	0.00011499644277979115	0.08902142425413367	0.006074769928785473	0.07895995026362246	0.36971509752816156	0.16774983849106162	-0.4795724436266411	-0.004197320099052715	-0.05233370198883791	0.18610065756549887	-0.014293944504270906	0.152899070382834	0.33685864981641156	-0.021460577982035545	-0.22105050285033068	-0.013256549905609816	0.1484434537980861	-0.22491416038061762	-0.36705395324154866	-0.3158650477525779	0.30043276980453015	0.20441636118407724	-0.43455257758426624	-0.1277402799660647	0.15411930843943433	0.15307408522168708	0.19267122497675793	-0.6860267350451889	0.02942805620682354	0.0251896692609333	0.010277718834733496	0.04258097333746558
YBR182C	-0.7738796088955894	0.47108974587901253	-1.5264100326471255	-0.037622878200223475	0.06057440098579159	-0.00693269891029924	-0.8718499860925781	-0.11203005187523274	0.46025962451349944	0.07558835419665433	0.33393721477783156	-0.34200589183011043	-0.326416886164576	-0.5459505061755522	0.1299238758447827	0.3240953990656493	-0.537612236441477	-0.32609357190283794	0.17924859334018117	-0.11709861628264262	-0.6188508250806224	-0.26662861258440074	0.1875993638366349	0.6855610175377526	0.12453549425989385	-0.12386593447770344	0.2779337880064877	0.8540962168288134	-0.4361866127999603	-0.4685931584902463	0.08116642799961948	0.8456576298617561	0.6390964636986108	-0.13570512073975638	0.3253530879332197	0.3672425286626261	-0.04404277221106512	0.435434128740534	-0.39876101547480763	-0.10511681881068202	0.5002394983511523	0.2557740012938926	-0.10022984489305031	0.1697973942478408	0.43767943111830776
YBR240C	0.5099220238257278	0.6419116205513589	-0.17502326486256356	0.5491994440712635	-0.06696238658719428	0.25076020680227407	0.4516704729603298	0.3296007553636223	0.4917978207969519	0.026978061963816913	0.47581891215776595	-0.3722270491212146	0.31495334555298093	-0.16199283681898183	0.5036725565540643	0.09447355047626316	-0.45440351676617463	-0.4591674689195308	0.6025268955282022	-0.2816686183679352	-0.46800618153174284	-0.4070307757065942	0.11013975316077995	0.1665710663927923	0.2907979393519139	-0.1676351129230058	0.08731124890953906	0.3556867251639686	0.12549747300366199	-0.12403315158892969	-0.18836420823575106	0.5397807740138958	0.6077987958866802	0.3029527314875202	-0.6648457143380044	-0.8916142191193899	-0.42526376379745245	0.15469022964581136	-1.0628831847216178	-0.5441388680737833	0.03339256943741126	0.07001190085825959	0.5680458563420565	-0.7062766719766166	-1.0344257368024254
YCR106W	-0.2700582662284512	0.8300147472023316	-0.6774266494850674	1.0354953001407035	-0.2503498538297717	0.012258558625757088	0.31721885713413334	-1.201861157289556	-0.17147529198105382	-0.7945374471751234	0.12266683346198681	-1.5178225192850727	0.7292459340588426	-1.5616558094612631	0.0798710534349305	0.13603018972431635	-0.19772011107184073	-0.15270558461398642	-0.5077353638928985	-0.5168626265776233	0.47840708184192515	0.7154167238829552	1.3808273665608823	0.6872553014058521	0.917767174707242	-1.1415367745744673	-0.03716584660085709	1.3703506441626199	0.021273349862339197	0.6180064172827128	0.7071211384017024	0.8333305414030809	0.04164920631939306	-0.358520304941248	0.8961512398462219	0.5088164846028862	0.5661037614160326	0.5115920597563869	1.3864627999498098	0.21716541919005894	1.0447923748083388	-5.5624539731230636	1.2258322166413487	-2.338066353715731	-0.13316884197771617
YDL020C	-0.08975249424561182	-0.23582824526869192	-0.30096002259180954	0.03293032245364644	0.07992246022856292	-0.24667529480657494	-0.010459150248897292	0.13190596711994704	0.0032506139182061355	-0.44452990185191965	0.15944991718069257	-0.23286432518396608	0.1265995204445916	0.43315242427122724	0.33111030852497114	-0.4970888956516496	0.31747484920322144	0.2819870352444038	-0.2868042230590431	-0.019345737812841823	0.25660611745449285	0.35285389953398816	0.02353492127373888	-0.11600588984194077	-0.3052930742865503	-0.021475411181336113	0.06430105192968485	-0.17657788725834075	0.17229451879756427	0.19802644283522516	0.24845062245255684	0.14990581084821275	-0.020535093377325314	0.04424277706163446	0.1502810118202716	-0.010899432325456343	0.06526076963526717	-0.6047403088857917	0.6878752999539934	0.1700421935878602	-0.009972813740515452	0.7024136762645948	-0.29707477742048694	-0.3998159803735599	-0.8571735726262472
YDL056W	0.6836127452620908	0.043362266644441816	-0.025834369278740887	-0.20882908951334767	0.30065709487837416	-0.11989931209905152	-0.14802380830104317	-0.39369361625271276	-0.4915147810876107	0.17547635159192693	0.6435871304697944	0.12812342921004827	0.48637183798368105	-0.04270014552438567	-0.03387227606055576	0.06493893834972125	-0.08973242202525461	-0.07087079758034587	0.3759514264964628	-0.012122725099352583	-0.47220670838985424	-0.10308946454169082	0.05095989230769782	0.3016190370258481	0.05146433323867611	0.287362166410759	0.13107351619166763	0.18199696044429742	-0.3732568605379489	-0.3634400211810875	-0.03755074685389964	-0.517739317880257	0.038786520230131794	-0.0128706477032271	-0.09777298308791826	-0.059631058349154276	0.06044060810988727	0.7190761934825252	-0.18446907298763734	0.05832181358390992	-0.19408084363961836	-0.6833573013005919	0.3192505316719077	-0.3440985184154508	-0.021775905893109793
